Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,cluster_id
2,0,0.571150002,0.620148277,0.624176883,0.612274608,0.612281814,0.999162514,0.797653829,0.809533258,0.303581809,0.781813203,0.000105923,4240000000.0,0.472700737,0.000260026,0.104464015,0.203278412,0.203278412,0.203278412,0.253852699,0.332708495,0.035588427,0.128654018,0.205317466,0.022168146,0.848113882,0.689630087,0.689640445,0.217619865,9670000000.0,0.000511715,0.264722475,0.387038486,0.01583084,0.012983367,0.630710881,0.005718637,0.113795084,0.886204916,0.005536411,0.373689002,0.005521839,0.128657971,0.204072091,0.401852569,0.136431784,0.000655352,0.009657711,0.000114453,0.000248888,0.031774194,0.017637296,0.403790054,0.010413675,0.841219246,0.455586569,0.533343096,0.144189864,0.013075595,0.011948707,0.063697181,0.358676502,0.27712133,0.007463982,0.523065789,0.738008546,0.328913216,0.010720369,0.947981568,0.002631541,0.018362538,0.00017919,0.000157258,0.59399638,0.000134516,0.671607519,0.276147012,0.523065789,0.328913216,0.11970574,0.691773428,0.470119904,0.63154283,0.321974452,0.018529378,0,0.839128318,0.006022085,0.625305623,0.61227055,0.843294303,0.278926664,0.026816349,0.565275723,1,0.033033744,5
13,0,0.590113587,0.611753162,0.634991167,0.611402586,0.611402586,0.999206422,0.797671951,0.809557996,0.303521384,0.7818518,4790000000.0,1820000000.0,0.522078794,0.0,0.086648446,0.203826219,0.203826219,0.203826219,0.245438215,0.340100446,0.024260024,0.122954157,0.19545078,0.022052546,0.848000666,0.689317485,0.689317485,0.217583924,6120000000.0,0.000446309,0.263527364,0.388836109,0.038214545,0.034423515,0.630612252,0.000762363,0.022674366,0.977325634,0.005266195,0.369637181,0.005365848,0.122974579,0.194480054,0.3958975,0.115442279,0.001079403,0.005853546,0.000210754,0.000136926,0.022741935,0.011779739,0.40158522,0.01183032,0.873352424,0.500338929,0.528407786,0.372755225,0.034819394,0.074423575,0.026157935,0.515897129,0.277029651,0.00910871,0.961117994,0.737434008,0.326925726,0.0,0.953402194,0.003231299,0.008261482,0.00017519,0.000171282,0.594024089,0.000343729,0.671572185,0.47518488,0.961117994,0.326925726,0.110933234,0.642770967,0.459121413,0.713684158,0.314550153,0.007584956,0,0.844408117,0.009663373,0.622829943,0.611404304,0.842483068,0.275331798,0.026791157,0.565158396,1,0.159041554,5
21,0,0.534490323,0.596216747,0.588521869,0.60472189,0.60472189,0.999116064,0.797545923,0.809463733,0.303490205,0.781733764,311000000.0,52600000.0,0.457797573,0.000312031,0.0,0.368968859,0.368968859,0.368968859,0.335539378,0.29369739,0.160488225,0.211464864,0.265797997,0.022426921,0.848331045,0.690255117,0.690255117,0.217693331,0.000137244,0.000515208,0.265145193,0.371241757,0.012242708,0.002094856,0.631029712,0.014962748,0.184055386,0.815944614,0.005344392,0.38485024,0.005365848,0.211124139,0.264693462,0.398714938,0.136431784,0.004173557,0.001514835,0.000144833,0.000201985,0.042096774,0.048631817,0.417120825,0.041472293,0.807811536,0.314554525,0.409579058,0.034877013,0.009121602,0.002915152,0.063147523,0.337089074,0.277233793,0.008410339,0.318988566,0.738143081,0.330573752,0.031087451,0.940443829,0.002993884,0.005962735,0.000152812,0.00012044,0.593972501,3650000000.0,0.671583009,0.355805712,0.318988566,0.330573752,0.142654353,0.656180293,0.461119554,0.543490195,0.31781687,0.023914811,0,0.822636855,0.020846228,0.617242375,0.604721489,0.843293491,0.285630629,0.026930216,0.565744352,1,0.019072682,5
23,0,0.6056647,0.672045355,0.674286632,0.613427694,0.613427694,0.999191863,0.79762367,0.809553569,0.303467485,0.781830466,9480000000.0,4820000000.0,0.471908944,0.000493049,0.0,0.182335342,0.182335342,0.182335342,0.251016356,0.331895027,0.030854394,0.128409739,0.198764781,0.022263675,0.848181337,0.689608937,0.689608937,0.217617509,0.000136994,0.000668628,0.265303712,0.397460974,0.014487942,0.012082542,0.630619786,0.003956812,0.089216072,0.910783928,0.005447479,0.369637181,0.005365848,0.128429984,0.196041023,0.401673046,0.205397301,0.000807523,0.007831199,0.000238268,0.000417587,0.040645161,0.006665394,0.397073788,0.002877321,0.867534981,0.682664734,0.732349668,0.299740691,0.013058288,0.016642859,0.095301087,0.372246319,0.277066678,0.004044028,1.0,0.738850567,0.329784826,0.0,0.933973529,0.00271043,0.022462868,0.000182844,0.000175595,0.593993143,0.000208211,0.671606658,0.271022478,1.0,0.329784826,0.110933234,0.706925094,0.477212226,0.65755493,0.323129983,0.02023887,0,0.85914514,0.001165223,0.624890342,0.6134254,0.844242094,0.27764848,0.026793678,0.565170387,1,0.042856224,5
24,0,0.573441232,0.640263846,0.630172921,0.61507805,0.61507805,0.999164362,0.797627821,0.809526878,0.303532502,0.781802958,0.00014894,7590000000.0,0.483022571,0.000206021,0.057293248,0.216678606,0.216678606,0.216678606,0.263496265,0.33631605,0.046175719,0.138995196,0.212096106,0.022114067,0.848052463,0.689485933,0.689485933,0.217603974,7900000000.0,0.000513736,0.264372023,0.387317909,0.026037984,0.020011554,0.630648895,0.002567961,0.064697524,0.935302476,0.005490304,0.370720873,0.005365848,0.139015096,0.21019531,0.398760488,0.176911544,0.001574468,0.004015934,0.000120185,0.000273852,0.034354839,0.016738393,0.403292553,0.008011451,0.877622489,0.508785069,0.601386245,0.297623428,0.021240547,0.035763211,0.043779242,0.381304992,0.277097829,0.012731027,0.619762317,0.738656309,0.327659973,0.003959522,0.958700234,0.002577927,0.028871918,0.00014091,0.000123057,0.593996319,0.000198027,0.671604599,0.313838003,0.619762317,0.327659973,0.113813612,0.70573801,0.483121698,0.65288653,0.322087784,0.011231663,0,0.854773018,0.001388228,0.624155153,0.615077116,0.843540311,0.276641576,0.026801885,0.565209038,1,0.059613817,5
27,0,0.579973675,0.624781945,0.617538412,0.606538001,0.606538001,0.999108207,0.797582998,0.809462431,0.303571416,0.781725203,6810000000.0,221000000.0,0.47125974,0.000371037,0.185747545,0.2218617,0.2218617,0.2218617,0.262834452,0.336245314,0.067607423,0.141682273,0.219326655,0.022103748,0.848050663,0.689521366,0.689522145,0.21760258,7810000000.0,0.000482518,0.264424086,0.382819195,0.009601842,0.0038466,0.630741702,0.004334346,0.095020709,0.904979291,0.005169755,0.372784248,0.005365848,0.141677659,0.218414901,0.399277621,0.212893553,0.004281091,0.001477263,0.000103179,0.000251914,0.042580645,0.097545643,0.439904118,0.055762742,0.793066658,0.201186009,0.413401414,0.028794703,0.004541723,0.001882861,0.08085137,0.364352071,0.277685464,0.013414752,0.796257314,0.734509132,0.329326283,0.003299428,0.959907566,0.002771273,0.015823294,7430000000.0,3480000000.0,0.593937239,1590000000.0,0.671568881,0.451885493,0.796257314,0.329326283,0.112839675,0.634921935,0.457161142,0.6386474,0.313464046,0.030372225,0,0.846106942,0.018713611,0.623510294,0.606535197,0.843470672,0.277922667,0.026811144,0.565251929,1,0.040096534,5
38,0,0.552235168,0.600741387,0.59055624,0.619611122,0.619675983,0.999182619,0.797779304,0.809589243,0.303758732,0.781880151,0.000204445,4720000000.0,0.477780294,0.0,0.251543679,0.201972104,0.201972104,0.201972104,0.242601872,0.329136309,0.020009982,0.115870043,0.198689463,0.022096858,0.848053745,0.689382319,0.689382319,0.217592638,718000000.0,0.000455492,0.263844402,0.381487277,0.015820855,0.015032059,0.630612252,0.002466738,0.06270218,0.93729782,0.006171197,0.369637181,0.005365848,0.115874412,0.197737727,0.3957086,0.088455772,0.001107808,0.005707528,0.000418641,0.000279904,0.020806452,0.012240941,0.400985957,0.005503622,0.813210301,0.364662734,0.366727107,0.180805778,0.015208705,0.021648838,0.043937182,0.372490625,0.277012844,0.001933719,0.641153469,0.735211408,0.327652472,0.0,0.960836423,0.002542119,0.021510425,0.00016889,0.000173993,0.59399201,0.00023094,0.671580514,0.153567333,0.641153469,0.327652472,0.110933234,0.651251245,0.46252887,0.631720959,0.315554292,0.018540782,0,0.835265759,0.000693631,0.624090836,0.619608832,0.842359642,0.276568313,0.026791157,0.565158396,1,0.061531055,5
41,0,0.58518988,0.641681204,0.62680015,0.606228109,0.606228109,0.999057828,0.797579263,0.80946178,0.303670029,0.781726466,0.000113555,4890000000.0,0.471211092,0.00010401,0.175118939,0.222999452,0.222999452,0.222999452,0.287321547,0.348199759,0.100972518,0.140949434,0.243579122,0.022118508,0.84806585,0.689400555,0.689400555,0.217593428,0.000105667,0.000492075,0.26395319,0.390233225,0.009573761,0.008400635,0.630633484,0.009364484,0.14983221,0.85016779,0.005768084,0.372927398,0.006033684,0.140944843,0.241444838,0.399771979,0.254872564,0.001915332,0.00330292,0.000591562,0.000863164,0.059354839,0.023994242,0.399708283,0.004701206,0.799880065,0.456611612,0.482986453,0.033987532,0.008793932,0.001901457,0.094579424,0.358417434,0.2771013,0.002368751,0.595911085,0.736039873,0.331229488,0.007982246,0.957379462,0.002562918,0.027612405,8160000000.0,8220000000.0,0.593938981,1740000000.0,0.671575085,0.166857543,0.595911085,0.331229488,0.118298566,0.649968367,0.460472123,0.650729247,0.315893815,0.030458903,0,0.849780378,0.004367607,0.623896243,0.606226286,0.845084804,0.281570453,0.026796582,0.565184132,1,0.024283207,5
42,0,0.599083508,0.64745966,0.642914503,0.61664913,0.616692371,0.999249983,0.797918889,0.809748474,0.303861696,0.782046046,8920000000.0,3680000000.0,0.472665509,0.000148015,0.130782468,0.215877966,0.215877966,0.215877966,0.27588163,0.335962368,0.028661313,0.13386532,0.226406568,0.022176031,0.848127105,0.689687217,0.689687217,0.217627896,8070000000.0,0.000509169,0.264828931,0.38344324,0.010806831,0.009204142,0.630660539,0.004832253,0.102185809,0.897814191,0.005768585,0.372713791,0.005695501,0.133820249,0.224605987,0.398204503,0.092953523,0.000730423,0.008667176,0.00014254,0.00022241,0.024677419,0.016867647,0.408199724,0.00957914,0.799915895,0.362248449,0.404914975,0.04024462,0.009383964,0.003012502,0.070567032,0.362707641,0.27713542,0.004027521,0.64571648,0.735037238,0.329027457,0.005465615,0.952830225,0.003155396,0.011445735,0.000185886,0.000171175,0.593975044,5090000000.0,0.671577671,0.195712392,0.64571648,0.329027457,0.114141005,0.648420717,0.460626314,0.638484204,0.315349825,0.027045169,0,0.857985872,0.02090308,0.625111534,0.616645909,0.844438616,0.278283916,0.02680421,0.565219879,1,0.037101874,5
48,0,0.55204017,0.628815962,0.60806253,0.615387942,0.614220441,0.999165171,0.797667663,0.809564115,0.303600419,0.781810958,0.000134485,8910000000.0,0.497063486,0.0,0.050409961,0.19763179,0.19763179,0.19763179,0.243641864,0.332956073,0.026558979,0.120511359,0.197635008,0.022060353,0.8480245,0.689517961,0.689517961,0.217601535,6660000000.0,0.000494072,0.264330062,0.391760739,0.027947495,0.02445205,0.630618074,0.001171814,0.033497597,0.966502403,0.005744502,0.369637181,0.005365848,0.120499292,0.196493477,0.396399897,0.136431784,0.001416209,0.004468506,0.000141776,0.000254183,0.026935484,0.014215002,0.40161914,0.006425668,0.851287345,0.435189613,0.465471874,0.127709164,0.025180448,0.021192264,0.031569859,0.429183692,0.277040931,0.007490108,0.823712446,0.736628017,0.32711858,0.0,0.957020264,0.002623345,0.02460398,0.000131928,0.000128433,0.593993227,0.000103116,0.671584949,0.244248807,0.823712446,0.32711858,0.110933234,0.663200862,0.473311025,0.670023496,0.316707182,0.010452019,0,0.852621542,0.003085758,0.624295705,0.61538797,0.843014118,0.275629276,0.026792884,0.565166619,1,0.112345555,5
