Index,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,cluster_id
1,0,0.530005362,0.572884867,0.574763103,0.605694807,0.605557878,0.999058059,0.797512168,0.809399285,0.303552563,0.781665133,0.000102454,272000000.0,0.464667052,0.000140014,0.259439214,0.200412962,0.200412962,0.200412962,0.235605559,0.324503077,0.047158825,0.116602883,0.193115915,0.022143603,0.848120646,0.689612601,0.689612803,0.217617934,6770000000.0,0.000503779,0.264237592,0.381347565,0.011341618,0.008709436,0.630654717,0.005874575,0.115669498,0.884330502,0.005411828,0.370860668,0.009225407,0.1165828,0.191395822,0.405505993,0.16191904,0.000566078,0.011177669,0.000109867,0.000285956,0.04,0.021547229,0.398928111,0.00898356,0.829014393,0.482054643,0.610928858,0.064894254,0.008669647,0.003394063,0.101202869,0.348803891,0.277235316,0.007250499,0.824851349,0.737243657,0.330566645,0.00210529,0.950851955,0.002451375,0.01852312,0.0001481,0.000119948,0.593966554,4450000000.0,0.671578456,0.265439546,0.824851349,0.330566645,0.112923874,0.654555993,0.461815272,0.595347531,0.316348047,0.025789656,0,0.819963004,0.00596763,0.624171281,0.605690059,0.841868914,0.279039827,0.026800956,0.565204691,1,0.032441724,7
2,0,0.571150002,0.620148277,0.624176883,0.612274608,0.612281814,0.999162514,0.797653829,0.809533258,0.303581809,0.781813203,0.000105923,4240000000.0,0.472700737,0.000260026,0.104464015,0.203278412,0.203278412,0.203278412,0.253852699,0.332708495,0.035588427,0.128654018,0.205317466,0.022168146,0.848113882,0.689630087,0.689640445,0.217619865,9670000000.0,0.000511715,0.264722475,0.387038486,0.01583084,0.012983367,0.630710881,0.005718637,0.113795084,0.886204916,0.005536411,0.373689002,0.005521839,0.128657971,0.204072091,0.401852569,0.136431784,0.000655352,0.009657711,0.000114453,0.000248888,0.031774194,0.017637296,0.403790054,0.010413675,0.841219246,0.455586569,0.533343096,0.144189864,0.013075595,0.011948707,0.063697181,0.358676502,0.27712133,0.007463982,0.523065789,0.738008546,0.328913216,0.010720369,0.947981568,0.002631541,0.018362538,0.00017919,0.000157258,0.59399638,0.000134516,0.671607519,0.276147012,0.523065789,0.328913216,0.11970574,0.691773428,0.470119904,0.63154283,0.321974452,0.018529378,0,0.839128318,0.006022085,0.625305623,0.61227055,0.843294303,0.278926664,0.026816349,0.565275723,1,0.033033744,7
8,0,0.514113002,0.566779328,0.565340757,0.613312386,0.613312386,0.999153963,0.797617722,0.809496933,0.303536128,0.781769554,0.000131016,469000000.0,0.473198963,0.000179018,0.154367851,0.210147065,0.210147065,0.210147065,0.2312565,0.333274386,0.01836139,0.111717287,0.185659411,0.022115585,0.848062968,0.689601868,0.689600338,0.217602709,6880000000.0,0.000464351,0.264218166,0.390344995,0.009045214,0.006555315,0.630816016,0.003776252,0.086343985,0.913656015,0.005274454,0.373070548,0.006560154,0.111721791,0.184669331,0.397761055,0.064467766,0.000710134,0.008906271,6970000000.0,870000000.0,0.019032258,0.011010091,0.399029873,0.016982847,0.780637746,0.250131082,0.324360466,0.037732651,0.006793249,0.002954306,0.067444711,0.366600236,0.277360076,0.006167661,0.727300651,0.733675796,0.328696064,0.006272352,0.93813288,0.002517348,0.011735276,0.000203593,0.000160733,0.59396447,6460000000.0,0.67157157,0.393043355,0.727300651,0.328696064,0.113672571,0.642379287,0.459115458,0.638581131,0.314493636,0.032198762,0,0.815698137,0.00306821,0.624210291,0.61331342,0.841335501,0.277517807,0.026846957,0.565411119,1,0.044359183,7
9,0,0.522741676,0.579535543,0.575566144,0.619113853,0.619113853,0.99907516,0.797524895,0.809443422,0.303539028,0.781705694,0.000303083,0.00033227,0.483886498,0.0,0.0,0.229109603,0.229109603,0.229109603,0.236172828,0.3413737,0.034484323,0.113590099,0.189350004,0.02209207,0.848040875,0.68952301,0.68952301,0.217600088,8130000000.0,0.00051129,0.264159887,0.39593346,0.033727196,0.029554441,0.630612252,0.001596768,0.043837107,0.956162893,0.018281446,0.369637181,0.005365848,0.113366554,0.18673554,0.397518565,0.127436282,0.000951579,0.006645974,7890000000.0,0.002943533,0.025483871,0.025245656,0.401562606,0.000956828,0.945411246,0.804115155,0.864584141,0.371260615,0.030183439,0.04023052,0.048598866,0.407815245,0.27704118,0.00949243,0.994140787,0.741402519,0.327686668,0.0,0.949215058,0.002339987,0.040591001,0.000297053,0.000281787,0.594089678,0.000344965,0.671580779,0.01779719,0.994140787,0.327686668,0.110933234,0.654738832,0.465697575,0.666422887,0.315864293,0.0086253,0,0.822099152,0.002259175,0.624265638,0.619115545,0.841468394,0.275937357,0.026791157,0.565158396,1,0.087299894,7
13,0,0.590113587,0.611753162,0.634991167,0.611402586,0.611402586,0.999206422,0.797671951,0.809557996,0.303521384,0.7818518,4790000000.0,1820000000.0,0.522078794,0.0,0.086648446,0.203826219,0.203826219,0.203826219,0.245438215,0.340100446,0.024260024,0.122954157,0.19545078,0.022052546,0.848000666,0.689317485,0.689317485,0.217583924,6120000000.0,0.000446309,0.263527364,0.388836109,0.038214545,0.034423515,0.630612252,0.000762363,0.022674366,0.977325634,0.005266195,0.369637181,0.005365848,0.122974579,0.194480054,0.3958975,0.115442279,0.001079403,0.005853546,0.000210754,0.000136926,0.022741935,0.011779739,0.40158522,0.01183032,0.873352424,0.500338929,0.528407786,0.372755225,0.034819394,0.074423575,0.026157935,0.515897129,0.277029651,0.00910871,0.961117994,0.737434008,0.326925726,0.0,0.953402194,0.003231299,0.008261482,0.00017519,0.000171282,0.594024089,0.000343729,0.671572185,0.47518488,0.961117994,0.326925726,0.110933234,0.642770967,0.459121413,0.713684158,0.314550153,0.007584956,0,0.844408117,0.009663373,0.622829943,0.611404304,0.842483068,0.275331798,0.026791157,0.565158396,1,0.159041554,7
14,0,0.501876859,0.54769952,0.562556882,0.64778247,0.64778247,0.999075622,0.797458907,0.80941556,0.303422771,0.781682115,0.000762507,0.000545351,0.458042492,0.00040204,0.0,0.180481227,0.180481227,0.180481227,0.21716933,0.314210936,0.005278521,0.098037619,0.172026813,0.022128369,0.848152409,0.690614231,0.690614231,0.217730145,0.000240907,0.001577192,0.264477702,0.372210424,0.025580575,0.016559221,0.631268407,0.002318095,0.059678931,0.940321069,0.006528565,0.370638114,0.005365848,0.098001856,0.170439635,0.398930633,0.047976012,0.001213314,0.005214822,516000000.0,0.000158865,0.016129032,0.001827182,0.392630198,0.001828006,0.923511033,0.583712634,0.825506178,0.51102537,0.01743823,0.044096691,0.061151661,0.331215752,0.277186018,0.021363814,0.939162118,0.740896101,0.328203922,0.000405628,0.902462229,0.002262493,0.029471394,0.001090129,0.000777268,0.594490877,0.001759956,0.672187705,0.126543383,0.939162118,0.328203922,0.111328463,0.874109759,0.553951315,0.545538407,0.341665262,0.011435478,0,0.801562099,0.00078652,0.62434957,0.647778623,0.840367205,0.276460216,0.027137554,0.566402337,1,0.064648238,7
16,0,0.480865792,0.546990842,0.529953424,0.595994465,0.594862999,0.998925989,0.797466377,0.809372595,0.303748823,0.781622466,630000000.0,2530000000.0,0.459938099,730000000.0,0.193035732,0.188108381,0.188108381,0.188108381,0.218682046,0.316403763,0.016289305,0.092582037,0.174964224,0.021980848,0.8478369,0.689864408,0.689864408,0.217644872,6850000000.0,0.000438823,0.264645546,0.374464439,0.012408074,0.010567233,0.630635882,0.002255173,0.058348702,0.941651298,0.011828019,0.370418916,0.006485815,0.092725585,0.173697308,0.397242582,0.088455772,0.000752742,0.008404172,0.000217823,0.00128302,0.020322581,0.029511038,0.38853712,0.002731253,0.806475438,0.355070845,0.394708525,0.184521773,0.010820093,0.016204449,0.060079325,0.336552518,0.277108462,0.004453141,0.942105407,0.734803892,0.32815743,0.0,0.934366853,0.002413187,0.008650838,0.000180249,0.000167069,0.593982845,0.000232806,0.671580943,0.03200562,0.942105407,0.32815743,0.110933234,0.651794539,0.462980901,0.556457487,0.315599735,0.023600123,0,0.805229609,0.007206794,0.624691097,0.595992902,0.840577851,0.276414378,0.026797073,0.565186447,1,0.066087491,7
17,0,0.484960757,0.539576973,0.538786873,0.618227418,0.618025627,0.99897706,0.797438571,0.809358013,0.30359341,0.781666536,0.000383682,0.000392374,0.469099083,0.0,0.071161049,0.168682314,0.168682314,0.168682314,0.217736598,0.320011318,0.007229608,0.095757674,0.171424268,0.022091754,0.848214229,0.693447325,0.693447325,0.217977921,7050000000.0,0.000445685,0.26418553,0.382353489,0.021049544,0.016748868,0.630612252,0.001413473,0.039453397,0.960546603,0.005888106,0.369637181,0.005365848,0.095730128,0.170469799,0.396744205,0.061469265,0.00069796,0.009067659,0.000104135,0.000147517,0.016451613,0.012308506,0.392607585,0.010756125,0.835066539,0.38072166,0.429431625,0.213727256,0.018021501,0.029020235,0.038688334,0.360856455,0.277079776,0.008166463,0.870456569,0.735960786,0.327358144,0.0,0.931023949,0.002258924,0.029535064,0.000291052,0.000263326,0.594063405,0.000388952,0.671641481,0.209482079,0.870456569,0.327358144,0.110933234,0.692111761,0.488690157,0.592409897,0.319880726,0.013926493,0,0.800956986,0.000742147,0.624057952,0.618227137,0.840309131,0.275804169,0.026791157,0.565158396,1,0.096441088,7
18,0,0.573879979,0.614751417,0.635205311,0.622176739,0.622176739,0.999410709,0.797939363,0.809813313,0.303561264,0.782104292,1630000000.0,107000000.0,0.473210706,0.000549055,0.023686608,0.23252286,0.23252286,0.23252286,0.262078094,0.34565325,0.019828486,0.136796678,0.212397379,0.022323,0.848245544,0.689896407,0.689907977,0.217649624,0.00011031,0.000613454,0.265190262,0.390801386,0.006597795,0.006007583,0.630962932,0.006611404,0.124134595,0.875865405,0.005005601,0.3747,0.005365848,0.136759653,0.208913355,0.395739413,0.053973013,0.001235632,0.005115769,0.000125535,3710000000.0,0.019354839,0.041334841,0.453924606,0.174156217,0.757458741,0.241130982,0.259739495,0.178137294,0.005993114,0.012790541,0.073588029,0.360642904,0.27753778,0.00191787,0.556052078,0.732409803,0.329526532,0.022383265,0.944833429,0.004167573,0.003248308,0.000235791,0.000224694,0.593931018,0.000434664,0.67165732,0.753413468,0.556052078,0.329526532,0.120514753,0.688009274,0.468477677,0.645362153,0.321811058,0.043723375,0,0.832858821,0.133315621,0.623744971,0.622177679,0.842987656,0.279573863,0.026897208,0.56561795,1,0.030017443,7
23,0,0.6056647,0.672045355,0.674286632,0.613427694,0.613427694,0.999191863,0.79762367,0.809553569,0.303467485,0.781830466,9480000000.0,4820000000.0,0.471908944,0.000493049,0.0,0.182335342,0.182335342,0.182335342,0.251016356,0.331895027,0.030854394,0.128409739,0.198764781,0.022263675,0.848181337,0.689608937,0.689608937,0.217617509,0.000136994,0.000668628,0.265303712,0.397460974,0.014487942,0.012082542,0.630619786,0.003956812,0.089216072,0.910783928,0.005447479,0.369637181,0.005365848,0.128429984,0.196041023,0.401673046,0.205397301,0.000807523,0.007831199,0.000238268,0.000417587,0.040645161,0.006665394,0.397073788,0.002877321,0.867534981,0.682664734,0.732349668,0.299740691,0.013058288,0.016642859,0.095301087,0.372246319,0.277066678,0.004044028,1.0,0.738850567,0.329784826,0.0,0.933973529,0.00271043,0.022462868,0.000182844,0.000175595,0.593993143,0.000208211,0.671606658,0.271022478,1.0,0.329784826,0.110933234,0.706925094,0.477212226,0.65755493,0.323129983,0.02023887,0,0.85914514,0.001165223,0.624890342,0.6134254,0.844242094,0.27764848,0.026793678,0.565170387,1,0.042856224,7
